t,Tref,u,T1,e
6.100000000000000000e+01,5.000000000000000000e+01,6.542500000000001137e+01,3.691499999999999915e+01,1.308500000000000085e+01
6.200000000000000000e+01,5.000000000000000000e+01,6.413499999999999091e+01,3.717300000000000182e+01,1.282699999999999818e+01
6.300000000000000000e+01,5.000000000000000000e+01,6.284500000000001307e+01,3.743099999999999739e+01,1.256900000000000261e+01
6.400000000000000000e+01,5.000000000000000000e+01,6.172000000000000597e+01,3.765599999999999881e+01,1.234400000000000119e+01
6.500000000000000000e+01,5.000000000000000000e+01,6.091499999999999915e+01,3.781700000000000017e+01,1.218299999999999983e+01
6.600000000000000000e+01,5.000000000000000000e+01,5.978500000000000369e+01,3.804299999999999926e+01,1.195700000000000074e+01
6.700000000000000000e+01,5.000000000000000000e+01,5.897999999999999687e+01,3.820400000000000063e+01,1.179599999999999937e+01
6.800000000000000000e+01,5.000000000000000000e+01,5.768999999999998352e+01,3.846200000000000330e+01,1.153799999999999670e+01
6.900000000000000000e+01,5.000000000000000000e+01,5.655999999999998806e+01,3.868800000000000239e+01,1.131199999999999761e+01
7.000000000000000000e+01,5.000000000000000000e+01,5.608000000000000540e+01,3.878399999999999892e+01,1.121600000000000108e+01
7.100000000000000000e+01,5.000000000000000000e+01,5.495000000000000995e+01,3.900999999999999801e+01,1.099000000000000199e+01
7.200000000000000000e+01,5.000000000000000000e+01,5.350000000000001421e+01,3.929999999999999716e+01,1.070000000000000284e+01
7.300000000000000000e+01,5.000000000000000000e+01,5.301999999999999602e+01,3.939600000000000080e+01,1.060399999999999920e+01
7.400000000000000000e+01,5.000000000000000000e+01,5.189000000000000057e+01,3.962199999999999989e+01,1.037800000000000011e+01
7.500000000000000000e+01,5.000000000000000000e+01,5.108499999999999375e+01,3.978300000000000125e+01,1.021699999999999875e+01
7.600000000000000000e+01,5.000000000000000000e+01,5.011500000000001620e+01,3.997699999999999676e+01,1.002300000000000324e+01
7.700000000000000000e+01,5.000000000000000000e+01,4.882999999999999119e+01,4.023400000000000176e+01,9.765999999999998238e+00
7.800000000000000000e+01,5.000000000000000000e+01,4.850500000000000256e+01,4.029899999999999949e+01,9.701000000000000512e+00
7.900000000000000000e+01,5.000000000000000000e+01,4.721499999999998920e+01,4.055700000000000216e+01,9.442999999999997840e+00
8.000000000000000000e+01,5.000000000000000000e+01,4.689499999999998892e+01,4.062100000000000222e+01,9.378999999999997783e+00
8.100000000000000000e+01,5.000000000000000000e+01,4.592999999999999972e+01,4.081400000000000006e+01,9.185999999999999943e+00
8.200000000000000000e+01,5.000000000000000000e+01,4.528500000000001080e+01,4.094299999999999784e+01,9.057000000000002160e+00
8.300000000000000000e+01,5.000000000000000000e+01,4.431499999999999773e+01,4.113700000000000045e+01,8.862999999999999545e+00
8.400000000000000000e+01,5.000000000000000000e+01,4.367000000000000881e+01,4.126599999999999824e+01,8.734000000000001762e+00
8.500000000000000000e+01,5.000000000000000000e+01,4.302499999999998437e+01,4.139500000000000313e+01,8.604999999999996874e+00
